V161003,V161086,V161087,V161088,V161089,V161090,V161091,V161092,V161093,V161094,V161095,V161096,V161109,V161126,V161134A,V161178,V161181,V161184,V161187,V161189,V161198,V161201,V161295,V161361X,V162096,V162097,V162098,V162099,V162100,V162101,V162105
2,0,100,0,0,0,100,0,0,0,0,100,1,6,45,99,6,5,2,6,5,6,-1,26,15,15,15,50,85,100,85
5,60,30,-89,-89,-89,-89,70,50,-89,50,50,3,4,39,5,4,3,1,3,5,99,40,22,-6,-6,-6,-6,-6,-6,-6
1,70,85,85,70,40,60,70,100,100,40,30,2,6,-1,1,5,3,3,7,6,4,47,27,60,15,60,15,85,15,40
1,0,40,30,-88,30,85,0,0,-89,15,60,1,7,43,1,5,7,1,6,5,6,50,21,15,0,15,85,60,60,60
2,0,60,50,0,0,85,0,30,-89,30,60,1,6,-1,1,7,7,1,7,7,6,40,25,15,30,15,50,50,60,50
2,40,40,50,50,50,50,30,50,50,40,60,0,4,-1,2,5,5,3,6,6,5,40,15,40,60,70,50,60,40,50
1,60,0,70,50,50,30,70,40,-89,50,30,4,6,55,3,5,5,3,5,4,3,40,26,50,40,30,50,50,70,50
2,70,30,0,15,85,70,85,100,-89,70,50,4,4,-1,4,7,1,1,5,4,1,70,9,100,85,100,100,100,100,85
3,85,50,70,50,60,50,85,50,-89,70,70,2,5,-1,4,3,4,1,3,4,2,12,22,60,85,60,70,70,60,50
1,85,0,30,0,85,0,100,85,-89,100,0,0,2,-1,6,5,2,1,3,3,1,40,11,70,70,85,85,15,15,50
2,0,30,50,-89,50,50,30,0,-89,15,40,3,5,-1,4,4,6,1,6,6,99,45,17,60,50,40,60,40,70,50
2,100,0,0,0,70,0,100,85,15,100,0,0,1,-1,6,3,3,1,3,2,1,-1,16,100,85,85,100,40,0,30
1,0,0,50,50,30,100,15,0,-89,15,60,1,5,45,3,6,6,3,6,4,4,35,25,85,30,15,70,70,85,70
2,70,50,60,70,50,70,85,60,85,60,70,5,4,60,4,5,4,1,5,6,4,19,2,60,60,40,85,70,50,70
4,0,0,50,-89,0,0,60,15,50,60,60,0,6,-1,3,5,3,1,6,6,2,-1,9,30,40,60,70,60,60,50
1,0,85,50,50,15,85,0,15,50,15,85,2,6,48,4,99,7,3,7,6,4,-1,20,40,15,30,85,50,85,70
2,85,0,60,-88,50,40,100,50,-89,85,0,1,1,-1,6,3,4,1,3,1,1,55,21,100,85,50,50,60,40,50
2,15,70,50,50,50,70,40,30,50,30,70,1,5,42,3,6,5,3,5,6,6,42,22,50,40,30,60,70,70,50
3,50,0,15,40,50,0,70,70,-89,60,15,0,2,48,6,1,1,1,1,1,1,-1,9,100,85,85,85,15,60,998
3,0,85,-89,0,50,60,30,30,-89,15,15,1,3,49,4,6,2,3,99,6,4,-1,14,0,70,100,70,30,15,60
4,0,30,-88,-89,60,85,30,60,-89,30,70,1,6,-1,4,5,4,1,5,4,5,-1,1,-6,-6,-6,-6,-6,-6,-6
4,0,30,0,-88,-88,60,15,15,-89,15,60,1,4,60,3,6,6,1,4,5,99,-1,23,100,40,85,100,50,85,50
4,60,0,-89,-89,-89,-89,60,50,-89,50,50,7,-8,60,1,6,2,1,4,5,2,53,17,50,50,60,60,60,50,50
1,0,70,15,50,3,90,0,0,-89,10,40,2,7,40,3,6,5,3,5,3,4,20,13,50,15,30,85,50,85,50
2,30,70,50,-89,50,85,30,30,-89,35,65,1,6,-1,3,5,5,1,6,5,5,-1,22,998,60,60,85,50,70,70
4,0,60,50,-89,60,-89,30,0,-89,30,60,0,6,-1,4,5,6,3,5,3,4,-1,13,85,30,0,85,15,85,60
1,50,50,50,50,50,75,50,50,-89,50,50,0,99,-1,3,4,4,1,4,4,4,-1,1,-6,-6,-6,-6,-6,-6,-6
1,40,90,-89,40,60,40,0,50,-89,60,40,0,5,50,1,4,7,2,7,7,99,-1,1,40,30,50,40,60,60,40
4,50,60,-89,-89,50,60,60,50,-89,50,50,4,99,40,99,99,7,3,99,99,1,30,9,50,50,70,85,50,50,50
4,70,0,50,50,50,50,70,85,-89,60,60,1,99,-1,99,4,4,1,4,4,3,50,19,30,50,70,85,70,60,50
2,70,15,60,50,60,15,100,70,-89,70,30,2,2,70,5,2,2,1,3,2,1,2,28,70,85,60,100,0,40,50
2,70,30,-89,60,50,60,85,40,-89,60,60,2,3,-1,5,4,6,1,3,4,3,-1,17,-6,-6,-6,-6,-6,-6,-6
4,100,0,-89,-89,-89,-89,85,100,-89,85,0,0,4,100,7,-8,7,1,7,7,7,60,13,999,998,60,70,15,60,40
2,0,70,50,50,15,85,0,0,50,15,60,0,6,-1,4,6,7,3,6,7,4,55,24,30,30,30,85,50,60,50
3,30,40,60,50,50,70,40,30,50,40,40,3,4,-1,4,4,4,3,4,4,4,40,22,50,60,30,60,40,50,40
4,40,30,-89,-89,40,70,30,40,-89,30,60,2,6,60,4,99,5,-9,4,4,3,-1,-9,-6,-6,-6,-6,-6,-6,-6
3,0,100,50,50,0,100,0,0,50,0,100,2,6,-1,4,7,7,1,5,4,99,-1,21,50,50,50,60,40,85,70
1,0,85,-89,-89,0,100,0,0,-89,0,60,0,7,-4,1,7,7,3,7,6,5,-1,22,-6,-6,-6,-6,-6,-6,-6
2,0,100,15,-89,0,100,0,15,-89,15,60,2,7,-1,1,7,7,3,7,7,6,40,-9,0,0,30,100,100,100,100
2,60,85,50,-88,50,70,30,60,-89,60,60,0,4,70,6,5,6,3,1,5,1,10,2,60,60,70,85,100,60,60
2,70,0,-89,-89,-89,0,85,100,-89,100,0,0,2,-1,99,3,1,1,3,99,1,-1,-9,50,85,50,100,50,50,60
2,100,30,0,-88,-89,-89,100,100,-89,40,60,1,4,-1,99,99,3,1,99,4,99,-1,13,50,50,100,50,40,50,50
3,50,15,40,50,-89,-89,60,50,-89,70,60,2,3,80,3,5,3,1,3,4,1,-1,27,60,60,60,70,50,40,50
2,0,50,0,-89,-89,85,30,40,-89,30,50,1,5,-1,4,6,6,3,5,4,5,40,-9,50,30,60,85,60,70,85
3,40,15,50,60,60,50,30,50,-89,40,60,3,5,70,3,99,5,1,5,99,4,25,23,40,40,60,90,40,60,70
4,100,0,-89,-89,50,-89,100,70,-89,100,0,2,4,98,4,5,3,1,2,1,2,5,15,70,60,60,100,60,40,50
2,15,85,50,-89,-89,70,40,15,-89,40,85,3,6,46,3,6,5,2,5,6,4,60,25,-6,-6,-6,-6,-6,-6,-6
4,40,0,85,60,40,0,85,50,60,60,0,1,2,-1,2,1,2,1,3,1,1,55,5,100,70,60,100,30,0,50
4,15,50,-89,-89,-89,85,30,0,-89,0,0,1,99,49,1,7,4,1,7,99,1,50,25,40,15,40,85,50,60,50
5,5,0,-89,-89,-88,-89,5,5,-89,5,0,1,3,5,3,4,99,1,99,99,99,-1,17,999,999,70,100,85,999,40
3,60,15,-89,-89,-89,-89,85,70,-89,60,50,2,1,85,2,5,4,1,1,4,1,-1,21,-6,-6,-6,-6,-6,-6,-6
2,70,40,70,60,60,50,100,85,70,90,70,0,4,-1,5,5,4,1,4,4,3,55,21,70,70,60,60,40,70,70
4,60,60,60,50,50,40,70,70,-89,60,40,1,3,-1,4,5,3,3,5,6,2,60,24,-6,-6,-6,-6,-6,-6,-6
3,60,70,50,50,70,60,60,30,-89,40,60,1,5,-1,5,99,5,1,6,5,3,40,21,60,50,60,85,50,70,60
2,100,0,70,60,50,60,85,85,50,50,50,2,99,95,6,4,3,1,6,5,6,35,9,50,50,70,100,70,50,0
1,40,15,60,50,50,30,60,70,50,30,30,0,5,57,3,3,4,3,5,99,5,50,17,-6,-6,-6,-6,-6,-6,-6
1,100,0,15,50,85,50,100,100,-89,100,30,1,3,75,99,5,99,1,1,99,1,40,23,100,85,50,85,40,40,50
1,70,0,-88,-89,70,30,70,60,-89,40,30,0,4,60,5,5,4,1,4,4,4,-8,-9,-6,-6,-6,-6,-6,-6,-6
1,50,60,-89,50,-89,60,60,50,-89,50,60,1,99,47,5,6,6,3,3,99,99,-1,3,40,60,85,85,60,60,50
1,100,0,0,15,100,0,100,85,-89,85,0,0,2,-1,5,2,3,1,3,2,1,45,14,85,85,50,50,40,15,50
3,70,70,-89,70,-89,-89,85,85,-89,60,60,0,99,40,4,99,99,3,4,4,5,-1,3,50,50,70,100,85,50,100
1,40,0,-89,50,50,50,60,15,50,50,50,2,2,55,4,4,2,1,6,4,1,50,24,85,85,85,85,30,60,40
2,0,70,-89,-89,-89,70,30,30,-89,30,85,1,5,-1,4,4,7,3,5,6,5,42,23,50,30,30,70,40,60,40
4,30,50,50,50,50,60,30,50,-89,40,60,1,6,-1,4,5,6,3,99,99,3,-1,28,50,50,40,85,50,50,998
1,0,85,50,-89,30,85,15,60,-89,15,85,0,6,-1,1,6,7,3,7,6,6,-1,7,30,0,15,100,60,85,85
4,100,0,-89,-89,-89,-89,0,85,-89,-88,70,0,99,-1,99,7,4,3,1,7,7,-1,-9,50,50,50,70,50,50,50
3,70,60,60,40,-89,60,70,85,-89,85,50,0,3,-1,3,5,5,3,6,6,2,40,7,15,40,100,85,15,40,85
4,60,0,50,50,50,50,100,60,50,85,15,2,99,70,5,99,1,1,3,4,99,50,13,50,50,50,85,50,50,50
4,50,0,-89,-89,50,50,60,0,15,50,50,0,99,48,99,6,5,1,99,99,7,-1,3,70,70,85,70,70,60,50
4,15,0,100,-89,-89,40,85,15,40,85,30,1,6,40,6,99,1,3,2,3,2,40,13,100,85,85,100,70,85,30
2,50,100,0,60,30,60,0,60,0,100,50,1,99,-1,5,6,3,2,5,6,1,70,17,50,50,60,100,50,50,50
1,0,100,-89,-89,15,-89,0,0,-89,0,100,1,99,-1,99,6,-8,3,4,3,2,-1,-9,50,0,50,70,70,85,85
3,70,15,-89,50,-89,-89,85,60,-89,85,60,3,4,85,5,2,6,1,7,2,1,36,11,100,70,85,70,85,85,50
4,85,0,-89,-89,70,50,100,85,60,70,15,0,2,42,6,3,1,1,99,-9,1,-1,-9,85,85,70,85,40,60,70
3,60,0,-89,-89,60,-89,70,60,-89,85,15,1,4,80,99,4,1,1,99,99,1,-1,3,85,85,60,100,30,40,30
1,0,70,50,-88,0,100,0,0,-89,0,60,1,7,40,4,6,7,3,6,7,3,-1,24,15,0,0,85,85,100,50
1,50,70,50,-89,-89,50,50,100,-89,40,60,2,6,57,3,6,2,1,4,3,2,40,20,30,30,60,85,70,60,70
2,50,40,-89,-89,50,50,50,40,-89,50,50,0,4,-1,4,4,5,-8,5,4,4,-1,12,50,60,60,60,40,50,40
3,0,50,50,-89,0,85,15,0,-89,30,50,1,6,-1,6,5,5,3,2,5,6,35,9,15,30,70,85,85,70,50
2,70,15,30,60,50,50,70,60,-89,50,50,1,4,-1,4,3,3,1,4,3,2,41,15,70,70,60,70,50,40,50
1,0,85,15,-89,0,85,0,0,-89,15,85,1,6,-1,2,6,6,3,6,5,5,46,17,50,15,70,60,60,85,60
2,60,60,50,50,50,50,50,40,-89,30,30,2,2,-1,4,4,2,1,4,4,3,16,25,60,85,70,85,50,70,70
3,60,60,-89,-88,60,60,40,100,-89,60,60,0,99,-1,3,3,2,3,5,5,6,-1,12,50,50,50,70,40,50,85
2,96,50,-89,85,-89,-89,96,100,-89,70,50,0,6,53,6,7,1,3,4,6,99,40,8,60,50,60,90,80,80,80
4,15,60,-89,-89,50,-89,0,70,-89,30,60,1,6,40,2,5,6,3,6,5,4,35,22,60,50,30,60,15,60,50
1,85,0,-89,-88,-89,-88,100,100,-89,85,30,1,4,-1,5,4,5,1,6,5,4,-1,1,-6,-6,-6,-6,-6,-6,-6
4,0,40,-89,-89,-89,-89,60,50,-89,0,40,4,99,-1,99,99,2,3,99,1,99,30,17,50,15,100,100,70,100,40
2,0,100,50,50,50,50,0,15,50,15,85,5,6,-8,3,2,5,1,6,5,4,-1,26,-6,-6,-6,-6,-6,-6,-6
4,30,60,-89,-89,50,-89,60,70,-89,60,40,3,99,45,99,2,5,3,4,7,2,40,23,50,40,70,50,30,60,50
3,0,0,-89,-89,-88,-89,15,0,-89,-88,-88,1,4,85,99,99,4,1,4,6,6,17,13,50,30,40,70,0,50,50
5,100,-88,-89,-89,-89,-89,-88,75,-89,75,-88,0,99,75,-8,99,7,1,99,-8,99,-1,3,999,998,999,60,50,85,50
5,50,50,-89,-89,-89,-89,85,70,-89,70,50,5,99,-1,99,5,3,1,1,1,1,40,15,50,50,85,70,70,50,50
4,85,60,50,50,-89,-89,85,70,-89,60,50,2,99,-1,6,99,6,1,6,99,99,30,9,50,998,50,50,70,50,70
4,10,30,-88,-88,-88,-88,65,50,-89,50,20,0,3,40,5,4,4,1,3,2,1,45,7,60,50,50,85,35,50,50
4,0,70,50,50,50,50,0,0,-89,15,70,3,4,40,3,6,5,3,7,7,1,8,24,50,30,40,60,40,70,60
4,15,15,-89,-89,-89,30,0,15,-89,0,50,1,5,-1,4,5,3,3,2,5,4,40,12,50,0,30,50,50,70,50
3,60,0,40,50,-89,30,100,40,-89,50,50,0,3,-1,99,4,4,3,4,3,99,20,6,70,60,50,70,60,40,70
4,60,50,-89,-89,-89,-89,70,60,-89,60,40,2,99,-1,5,4,2,3,1,2,2,50,19,60,60,70,70,70,70,60
1,100,0,0,50,100,0,100,85,100,100,0,1,3,-1,5,5,1,1,5,3,1,25,1,70,100,100,100,60,50,50
1,15,40,100,60,50,40,50,70,30,30,30,1,5,52,3,2,4,2,5,4,5,39,15,30,30,85,70,15,85,40
3,0,100,-89,-89,15,85,15,15,70,0,100,1,6,50,7,7,5,1,5,5,4,-1,13,50,50,60,100,85,70,70
1,85,0,-89,50,85,15,100,100,50,100,0,0,1,-1,6,5,4,1,3,3,4,-1,14,50,100,100,70,50,0,50
2,15,40,85,50,40,40,40,40,85,40,40,3,4,-1,3,4,6,3,4,5,4,70,22,50,50,60,70,60,50,50
4,50,15,-89,-89,-89,-89,100,60,-89,50,50,2,99,45,7,99,99,1,1,1,99,32,4,50,50,60,100,50,50,0
1,30,85,-88,-88,50,85,30,30,-89,30,70,2,6,43,3,3,7,-8,4,4,5,40,23,-6,-6,-6,-6,-6,-6,-6
4,20,50,50,-89,-89,-89,50,50,-89,50,70,2,4,40,7,4,1,3,1,4,1,46,9,50,60,60,60,50,50,40
4,15,85,-89,-89,60,-89,40,60,-89,50,50,3,6,40,5,4,2,3,7,6,4,50,11,50,70,40,50,40,60,50
3,65,10,0,-89,50,0,70,55,-89,60,60,1,4,-1,-8,99,1,1,4,99,4,-1,9,998,999,85,85,60,999,100
3,30,70,50,40,50,50,40,15,50,40,60,3,4,-1,3,6,4,2,2,6,1,40,19,100,60,70,60,40,60,85
4,60,50,50,50,50,-89,60,60,60,60,50,4,4,-1,7,7,4,3,3,3,4,-1,2,50,50,50,85,60,50,85
1,15,70,-89,-89,40,60,50,60,-89,40,60,0,5,51,4,5,6,-9,5,6,6,-1,11,40,15,40,70,60,60,85
1,40,85,50,50,50,70,40,40,50,40,85,3,99,-1,99,5,5,1,99,7,6,55,26,-6,-6,-6,-6,-6,-6,-6
1,40,85,50,-89,15,85,42,30,50,15,60,0,6,-4,3,7,7,3,5,4,3,-1,-9,0,0,50,85,50,100,85
1,80,20,-89,-89,70,10,85,80,-89,70,50,1,6,80,5,5,5,1,5,5,5,45,11,-6,-6,-6,-6,-6,-6,-6
2,0,85,15,-89,50,85,0,15,-89,15,85,3,6,-1,4,6,5,1,5,99,3,50,25,50,0,40,85,70,85,70
3,60,15,50,50,50,50,70,60,50,70,70,2,4,60,4,3,6,1,6,5,6,40,22,70,70,85,100,70,70,60
1,15,100,-89,-89,-89,50,15,50,-89,30,100,0,7,-1,4,5,5,3,5,5,3,40,8,62,30,100,100,42,81,70
3,50,0,40,15,40,70,70,60,-89,50,50,2,5,-1,3,2,4,1,5,4,1,43,22,85,70,85,85,60,70,85
4,85,40,50,50,50,50,50,100,60,70,40,3,3,60,3,3,6,1,6,5,5,80,21,-6,-6,-6,-6,-6,-6,-6
2,70,0,60,-88,70,15,60,70,-89,60,60,3,4,-1,3,5,6,1,5,7,99,30,28,40,60,0,100,60,0,60
4,60,60,-89,-89,50,-89,70,50,50,70,50,2,4,60,5,99,4,1,1,7,2,42,10,60,60,100,100,50,50,50
1,85,0,50,-89,100,40,85,60,-89,70,40,1,2,-1,7,4,1,1,6,4,1,80,14,50,100,85,85,70,85,85
3,40,15,70,40,60,30,70,50,-89,60,30,0,3,55,4,3,2,3,4,3,4,45,22,85,70,50,85,30,85,60
3,40,0,-88,-89,-89,-88,60,40,-89,60,40,3,3,60,6,4,4,3,4,4,3,50,26,50,70,70,70,60,30,70
2,15,15,50,-88,-88,-88,50,60,-88,30,70,1,6,46,3,6,4,3,6,5,4,40,24,40,30,15,100,85,85,85
1,0,100,50,-89,15,70,0,0,-89,0,85,2,7,-1,3,6,6,3,6,6,6,-1,25,40,30,30,70,60,70,70
2,0,40,85,50,-89,-89,40,70,-89,60,60,0,6,-1,4,7,4,1,2,4,3,16,1,60,60,85,85,15,85,70
2,30,70,40,50,-88,70,30,30,-89,30,70,1,6,49,2,5,7,3,6,6,4,40,19,50,50,50,50,60,85,50
2,40,0,30,50,40,-89,70,50,50,40,30,0,3,-1,99,3,3,1,2,2,1,50,3,70,70,60,60,40,40,50
4,40,0,50,50,-89,30,60,60,-89,40,30,0,3,65,3,2,5,3,6,3,3,35,19,-6,-6,-6,-6,-6,-6,-6
4,20,75,-89,-89,50,60,40,40,-89,40,85,4,6,-1,4,5,5,1,5,5,3,45,17,45,45,50,50,30,70,50
2,85,0,70,-89,-89,70,85,70,-89,85,50,1,99,90,99,99,99,1,4,4,4,-1,5,50,50,70,70,70,50,50
3,85,0,-89,-89,15,-88,100,60,50,100,0,0,99,90,7,99,1,3,1,4,99,70,7,70,50,85,100,40,15,0
4,60,30,-89,-89,40,-89,85,85,-89,70,40,0,3,-8,3,4,3,1,5,99,99,28,12,85,100,85,100,70,60,70
2,50,10,50,50,60,70,80,70,-89,50,10,0,2,55,3,2,5,1,1,3,2,-1,5,55,40,30,75,40,40,50
3,60,40,-88,-88,-88,-88,70,60,-88,60,55,1,4,-1,4,3,5,3,4,4,1,5,22,60,51,-9,51,37,52,51
2,85,0,30,50,60,60,85,50,-89,40,15,1,3,-1,5,3,4,1,3,4,2,-1,27,50,60,50,50,30,30,50
4,85,15,-88,99,70,-88,30,100,99,60,40,3,6,-1,4,4,4,1,3,4,4,-1,-9,40,999,998,100,998,60,998
2,70,0,15,30,50,30,60,60,50,15,0,0,3,80,7,1,1,1,1,1,1,48,9,60,40,65,60,20,20,20
2,70,50,-88,-88,85,85,85,85,-88,70,60,1,4,50,4,3,1,1,7,2,1,40,19,60,60,50,70,50,30,50
2,15,0,50,60,70,60,70,50,-89,60,40,1,5,-1,4,5,4,1,6,7,3,100,20,-6,-6,-6,-6,-6,-6,-6
5,0,15,-89,-89,-89,-89,0,10,-89,40,50,1,99,-1,99,6,3,2,5,4,5,80,7,60,0,50,60,15,40,0
3,70,0,40,-89,50,15,85,85,-89,85,30,0,2,-1,5,4,3,1,3,2,1,60,13,85,85,70,70,60,60,60
1,0,100,0,50,50,70,0,0,0,0,100,1,7,-1,7,4,7,3,2,7,99,-1,6,50,40,100,100,50,100,50
1,0,100,-88,-88,0,100,0,0,-89,0,60,1,6,-1,2,5,7,3,6,6,5,35,1,50,40,30,100,60,100,85
5,60,3,-89,5,-89,-89,-89,70,-88,-88,-88,0,99,-8,99,99,99,3,99,99,99,-1,5,-6,-6,-6,-6,-6,-6,-6
1,0,70,0,0,0,100,0,40,-88,0,100,1,7,50,1,5,7,3,5,5,7,-1,-9,60,30,50,70,70,100,50
2,100,0,-89,-89,70,70,100,100,85,85,85,1,1,-1,99,2,1,3,1,1,2,-1,2,50,50,50,100,70,60,70
3,70,0,60,-88,50,50,100,60,50,60,30,1,4,70,5,99,5,1,6,6,3,50,28,100,60,40,85,60,60,60
2,70,10,-89,-89,-89,-89,72,60,-89,50,50,1,99,-1,1,4,99,3,99,99,99,-1,1,50,50,70,70,0,80,70
3,15,30,50,-89,30,40,60,60,-89,30,30,0,4,-1,2,5,5,3,6,6,2,40,23,50,60,40,85,70,70,85
2,70,0,50,50,70,30,85,60,-89,60,15,3,2,-1,4,3,2,1,3,3,2,50,28,-6,-6,-6,-6,-6,-6,-6
2,85,40,50,50,50,15,85,70,50,85,40,4,3,82,5,5,4,1,5,5,3,45,14,70,70,60,50,40,50,50
1,30,70,40,-89,-89,85,30,30,-89,30,30,5,7,-4,3,6,6,3,6,4,5,-1,24,0,15,0,100,85,85,100
2,0,30,50,40,15,85,15,40,-89,0,85,3,6,51,1,6,7,3,6,7,5,40,28,40,30,15,50,40,60,50
2,0,85,-89,50,60,50,15,30,-89,30,70,5,4,52,4,6,5,3,4,3,1,50,26,-6,-6,-6,-6,-6,-6,-6
4,50,0,50,50,50,50,70,70,50,60,70,0,5,-1,4,6,1,3,7,1,7,-1,3,70,50,100,100,100,60,50
1,60,0,50,50,60,15,70,70,-89,70,30,2,3,55,4,5,2,1,4,6,1,50,27,70,85,70,70,40,40,70
2,15,70,-89,-89,50,85,40,15,-89,40,85,1,6,-1,4,6,4,1,4,4,1,-1,15,30,50,998,998,75,75,998
2,60,0,50,50,50,0,70,60,-89,40,0,1,3,70,5,3,3,1,1,1,1,15,12,85,70,60,85,0,15,15
4,100,60,60,-89,100,70,100,100,-89,100,70,1,99,-1,4,99,4,1,1,2,2,40,15,-6,-6,-6,-6,-6,-6,-6
2,40,70,40,30,30,85,30,15,-89,40,60,1,6,-1,3,5,5,1,5,3,7,-1,20,70,40,60,100,70,70,85
2,70,0,50,85,50,30,100,70,-89,70,15,2,1,-1,5,3,2,1,1,1,1,-1,23,100,100,85,85,15,15,30
4,0,85,-89,-89,-89,70,15,0,-89,15,70,1,6,-1,1,5,1,1,6,4,5,-1,1,-6,-6,-6,-6,-6,-6,-6
4,60,60,-89,-89,-89,-89,70,40,-89,50,50,1,99,-1,5,4,2,3,3,3,4,-1,3,30,50,50,50,50,50,50
4,40,30,60,50,-89,-89,60,40,-89,40,40,3,4,-1,4,3,4,1,3,3,2,40,8,70,70,50,85,30,40,50
4,70,15,50,-88,-89,-89,100,85,-89,60,0,1,4,-1,6,7,2,3,5,5,3,-1,8,50,50,70,50,30,60,50
2,70,40,50,60,85,60,70,60,-89,70,60,0,5,-1,3,5,3,1,3,4,4,-1,20,70,40,70,70,60,70,60
4,100,0,-89,-89,-89,-89,100,85,-89,70,30,1,3,-1,4,3,1,1,2,99,1,45,9,70,85,85,85,60,85,60
1,15,70,60,-88,20,50,20,30,-88,10,60,2,7,-1,1,6,7,2,7,7,6,40,27,15,15,30,50,60,85,50
3,40,30,50,50,50,60,70,70,50,70,30,1,3,-1,5,5,5,1,3,5,3,45,28,40,40,50,60,40,15,60
1,85,30,-89,-89,70,30,85,70,-89,85,30,12,99,75,99,99,1,1,99,99,99,-1,15,50,50,85,85,60,50,50
4,15,85,50,30,50,70,15,30,50,15,15,3,5,38,4,5,4,3,3,4,4,30,20,50,0,30,60,70,60,60
3,70,0,85,30,70,70,100,85,70,60,50,2,5,-1,99,99,99,3,99,1,99,-1,8,40,70,50,100,70,60,50
4,70,0,-89,-89,-89,-89,85,70,-89,70,40,1,4,-1,3,4,3,3,4,3,3,50,14,60,70,50,85,85,85,60
2,85,0,40,100,85,0,85,70,-89,70,15,2,1,-1,7,3,1,1,2,2,1,45,25,100,85,100,85,30,30,50
4,40,60,-88,-88,-88,-88,50,60,-89,40,60,0,5,-1,3,2,5,3,4,5,3,45,22,40,40,60,50,50,70,50
3,85,0,40,30,70,0,100,85,50,40,30,3,2,60,7,3,1,1,4,3,2,50,24,100,85,70,100,85,70,100
1,0,85,15,-89,0,85,0,15,-89,0,30,4,6,-1,4,7,6,3,6,6,5,50,-9,15,40,0,60,40,85,50
3,85,0,-89,70,-89,70,85,70,-89,70,30,1,99,50,3,5,-8,1,3,3,2,10,14,60,70,85,85,85,70,85
4,0,85,-88,-88,-88,70,30,0,-89,0,70,1,6,-1,2,6,7,3,7,6,4,40,14,0,0,30,70,70,85,50
4,85,0,50,50,50,50,70,100,50,75,60,2,99,50,5,7,4,1,3,4,2,43,-9,15,60,-9,30,30,-9,15
2,85,0,30,-89,70,40,85,70,-89,70,30,1,3,58,5,5,5,1,4,4,3,-1,15,50,70,70,60,40,30,50
1,0,85,50,0,50,50,0,0,-89,0,100,1,6,-1,4,5,5,3,5,5,4,18,9,60,0,30,85,85,100,85
1,100,0,99,99,-89,-89,100,100,-89,100,0,1,4,94,6,7,4,1,1,1,1,37,16,50,50,70,100,85,100,100
2,40,15,60,15,40,30,60,85,50,70,30,5,4,60,3,6,3,3,5,3,2,40,27,85,70,70,60,50,40,60
1,0,15,50,30,30,85,30,15,50,15,60,1,5,-4,1,5,6,3,6,6,5,40,-9,50,40,30,50,50,50,50
1,30,60,50,50,-88,70,30,30,-88,15,70,0,5,60,4,7,5,3,6,-8,1,40,16,85,60,0,100,85,70,70
4,40,0,60,50,-89,40,60,30,-89,40,50,1,5,-1,2,3,4,3,4,5,3,60,27,50,40,40,70,40,60,30
4,15,85,50,50,15,100,15,15,50,30,70,3,6,-1,2,5,5,3,5,5,6,40,28,60,40,30,60,40,60,40
1,0,100,50,0,85,100,0,0,0,0,100,0,4,-1,1,7,6,1,6,6,4,40,13,50,50,40,50,50,50,50
2,50,60,85,-89,-89,60,50,30,-89,60,50,1,4,50,3,7,5,3,7,7,5,-1,6,50,50,100,100,60,60,70
4,50,50,-89,-89,-89,-89,100,100,-89,70,85,5,3,-1,3,4,1,1,2,3,1,50,20,50,50,85,85,60,50,50
1,10,0,15,60,10,40,100,85,40,85,0,0,2,85,5,6,5,1,5,4,3,8,12,100,60,70,100,60,30,50
1,0,70,-89,0,0,85,0,0,-89,0,70,2,6,-1,3,7,6,3,4,6,3,-1,28,50,40,30,85,60,100,85
1,100,0,-89,-89,-89,-89,100,100,-89,100,30,0,99,-1,7,99,99,3,1,1,1,-1,5,998,50,100,100,15,50,50
1,15,50,-88,-89,-88,-88,15,15,-89,15,15,1,6,50,4,6,7,3,7,7,6,38,28,35,50,15,60,75,50,50
3,0,60,-89,-89,-89,-89,50,30,-89,70,70,0,99,-1,99,5,4,3,3,6,99,-1,2,40,50,60,60,30,50,40
4,15,85,85,-89,30,70,15,0,-89,15,85,0,99,40,99,5,99,2,5,6,4,60,8,40,30,85,50,60,60,70
3,0,85,50,50,50,50,0,0,50,30,85,2,4,48,2,5,7,3,6,6,2,-1,1,50,85,85,70,40,85,40
2,85,15,50,50,50,50,100,70,-89,85,30,3,99,-1,5,2,5,1,3,5,1,-1,16,60,85,70,100,50,30,50
4,85,0,-89,-89,-89,50,85,60,-89,70,15,2,2,-1,5,4,1,1,4,99,99,40,13,50,50,60,50,40,15,50
4,0,85,50,-89,-89,-89,40,0,-89,50,60,2,4,46,4,7,3,2,1,4,5,40,6,60,40,70,100,70,50,40
4,15,85,-89,-89,-89,-89,15,50,-89,30,70,2,5,40,2,7,5,3,5,6,99,60,22,70,30,70,100,85,85,85
4,70,15,-88,-88,-88,-88,100,60,-89,70,40,0,2,-1,5,3,3,1,4,3,1,-8,20,70,85,60,70,50,40,50
1,70,0,50,-89,40,50,85,70,-89,70,15,0,5,-1,7,5,3,3,5,4,2,35,11,40,50,85,50,70,50,50
3,40,15,-89,-89,-89,-89,70,60,-89,50,30,0,3,-1,2,3,3,1,6,5,1,40,21,60,70,30,70,30,40,50
2,40,70,50,60,30,85,40,30,70,40,70,3,4,-1,3,5,4,1,5,5,3,60,28,50,50,40,50,50,50,50
1,85,15,50,50,70,40,85,70,50,70,30,0,3,51,4,4,4,1,4,4,3,3,14,100,70,70,100,60,85,70
